2025-02-27 14:55:37,910 - my_module - INFO - /items/{24}
2025-02-27 14:55:37,991 - my_module - INFO - /items/{24}
2025-02-27 14:55:39,398 - my_module - INFO - /items/{24}
2025-02-27 14:57:36,683 - my_module - INFO - / reached
2025-02-27 14:57:36,683 - my_module - DEBUG - hello
2025-02-27 14:57:36,683 - my_module - ERROR - err
2025-02-27 15:06:41,543 - my_module - INFO - / reached [main.py:13]
2025-02-27 15:06:41,543 - my_module - DEBUG - hello [main.py:14]
2025-02-27 15:06:41,543 - my_module - ERROR - err [main.py:15]
2025-02-27 15:06:52,840 - my_module - INFO - / reached [main.py:13]
2025-02-27 15:06:52,840 - my_module - DEBUG - hello [main.py:14]
2025-02-27 15:06:52,840 - my_module - ERROR - err [main.py:15]
2025-02-27 15:06:56,104 - my_module - INFO - / reached [main.py:13]
2025-02-27 15:06:56,104 - my_module - DEBUG - hello [main.py:14]
2025-02-27 15:06:56,104 - my_module - ERROR - err [main.py:15]
2025-02-27 15:09:39,686 - INFO - [main.py:13] - / reached
2025-02-27 15:09:39,686 - DEBUG - [main.py:14] - hello
2025-02-27 15:09:39,686 - ERROR - [main.py:15] - err
2025-02-27 15:09:54,372 - INFO - [main.py:13] - / reached
2025-02-27 15:09:54,372 - DEBUG - [main.py:14] - hello
2025-02-27 15:09:54,372 - ERROR - [main.py:15] - err
2025-04-20 15:10:49,461 - INFO - [main.py:20] - /items/{2}
2025-04-20 15:10:50,417 - INFO - [main.py:20] - /items/{2}
2025-04-20 15:47:45,886 - INFO - [main.py:26] - id: {id}
2025-04-20 15:47:45,896 - INFO - [base.py:1843] - SELECT DATABASE()
2025-04-20 15:47:45,896 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 15:47:45,897 - INFO - [base.py:1843] - SELECT @@sql_mode
2025-04-20 15:47:45,897 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 15:47:45,897 - INFO - [base.py:1843] - SELECT @@lower_case_table_names
2025-04-20 15:47:45,897 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 15:47:45,898 - INFO - [base.py:2699] - BEGIN (implicit)
2025-04-20 15:47:45,900 - INFO - [base.py:1843] - SELECT users.id AS users_id, users.name AS users_name, users.email AS users_email 
FROM users 
WHERE users.id = %(pk_1)s
2025-04-20 15:47:45,900 - INFO - [base.py:1843] - [generated in 0.00017s] {'pk_1': 3}
2025-04-20 15:47:45,901 - INFO - [base.py:2702] - ROLLBACK
2025-04-20 15:47:57,287 - INFO - [main.py:26] - id: {id}
2025-04-20 15:47:57,288 - INFO - [base.py:2699] - BEGIN (implicit)
2025-04-20 15:47:57,289 - INFO - [base.py:1843] - SELECT users.id AS users_id, users.name AS users_name, users.email AS users_email 
FROM users 
WHERE users.id = %(pk_1)s
2025-04-20 15:47:57,289 - INFO - [base.py:1843] - [cached since 11.39s ago] {'pk_1': 4}
2025-04-20 15:47:57,289 - INFO - [base.py:2702] - ROLLBACK
2025-04-20 15:48:02,985 - INFO - [main.py:26] - id: {id}
2025-04-20 15:48:02,986 - INFO - [base.py:2699] - BEGIN (implicit)
2025-04-20 15:48:02,993 - INFO - [base.py:1843] - SELECT users.id AS users_id, users.name AS users_name, users.email AS users_email 
FROM users 
WHERE users.id = %(pk_1)s
2025-04-20 15:48:02,993 - INFO - [base.py:1843] - [cached since 17.09s ago] {'pk_1': 5}
2025-04-20 15:48:02,998 - INFO - [base.py:2702] - ROLLBACK
2025-04-20 16:35:21,903 - INFO - [main.py:26] - id: {id}
2025-04-20 16:36:52,716 - INFO - [main.py:26] - id: {id}
2025-04-20 16:37:18,870 - INFO - [main.py:26] - id: {id}
2025-04-20 16:37:18,880 - INFO - [base.py:1843] - SELECT DATABASE()
2025-04-20 16:37:18,880 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 16:37:18,881 - INFO - [base.py:1843] - SELECT @@sql_mode
2025-04-20 16:37:18,881 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 16:37:18,881 - INFO - [base.py:1843] - SELECT @@lower_case_table_names
2025-04-20 16:37:18,881 - INFO - [base.py:1843] - [raw sql] {}
2025-04-20 16:37:18,882 - INFO - [base.py:2699] - BEGIN (implicit)
2025-04-20 16:37:18,884 - INFO - [base.py:1843] - SELECT users.id AS users_id, users.name AS users_name, users.email AS users_email 
FROM users 
WHERE users.id = %(pk_1)s
2025-04-20 16:37:18,884 - INFO - [base.py:1843] - [generated in 0.00017s] {'pk_1': 5}
2025-04-20 16:37:18,885 - INFO - [base.py:2702] - ROLLBACK
2025-04-20 16:37:21,820 - INFO - [main.py:26] - id: {id}
2025-04-20 16:37:21,826 - INFO - [base.py:2699] - BEGIN (implicit)
2025-04-20 16:37:21,829 - INFO - [base.py:1843] - SELECT users.id AS users_id, users.name AS users_name, users.email AS users_email 
FROM users 
WHERE users.id = %(pk_1)s
2025-04-20 16:37:21,829 - INFO - [base.py:1843] - [cached since 2.945s ago] {'pk_1': 5}
2025-04-20 16:37:21,830 - INFO - [base.py:2702] - ROLLBACK
2025-04-20 16:46:06,459 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,459 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,459 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,459 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,460 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,461 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,462 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
2025-04-20 16:46:06,463 - INFO - [main.py:31] - adding user: {name}, {email}
